"Time (UTC)","Day-ahead Total Load Forecast [MW] - France (FR)","Actual Total Load [MW] - France (FR)"
"26.05.2024 10:00 - 26.05.2024 11:00","41150","41368"
"26.05.2024 11:00 - 26.05.2024 12:00","41350","40111"
"26.05.2024 12:00 - 26.05.2024 13:00","38500","38069"
"26.05.2024 13:00 - 26.05.2024 14:00","36750","36721"
"26.05.2024 14:00 - 26.05.2024 15:00","35700","35465"
"26.05.2024 15:00 - 26.05.2024 16:00","36000","35987"
"26.05.2024 16:00 - 26.05.2024 17:00","37150","38166"
"26.05.2024 17:00 - 26.05.2024 18:00","39200","40238"
"26.05.2024 18:00 - 26.05.2024 19:00","39000","39544"
"26.05.2024 19:00 - 26.05.2024 20:00","38350","39453"
"26.05.2024 20:00 - 26.05.2024 21:00","39800","41257"
"26.05.2024 21:00 - 26.05.2024 22:00","41300","41102"
"26.05.2024 22:00 - 26.05.2024 23:00","38850","38328"
"26.05.2024 23:00 - 27.05.2024 00:00","36350","36032"
"27.05.2024 00:00 - 27.05.2024 01:00","35250","34769"
"27.05.2024 01:00 - 27.05.2024 02:00","33350","33086"
"27.05.2024 02:00 - 27.05.2024 03:00","32500","32445"
"27.05.2024 03:00 - 27.05.2024 04:00","34100","34359"
"27.05.2024 04:00 - 27.05.2024 05:00","37300","37873"
"27.05.2024 05:00 - 27.05.2024 06:00","42100","42242"
"27.05.2024 06:00 - 27.05.2024 07:00","45450","45168"
"27.05.2024 07:00 - 27.05.2024 08:00","47400","46065"
"27.05.2024 08:00 - 27.05.2024 09:00","47800","46528"
"27.05.2024 09:00 - 27.05.2024 10:00","48200","47233"
"27.05.2024 10:00 - 27.05.2024 11:00","48900","48134"
"27.05.2024 11:00 - 27.05.2024 12:00","49100","47382"
"27.05.2024 12:00 - 27.05.2024 13:00","47350","46148"
"27.05.2024 13:00 - 27.05.2024 14:00","46050","45274"
"27.05.2024 14:00 - 27.05.2024 15:00","44800","43862"
"27.05.2024 15:00 - 27.05.2024 16:00","43900","43760"
"27.05.2024 16:00 - 27.05.2024 17:00","44900","45388"
"27.05.2024 17:00 - 27.05.2024 18:00","47150","46593"
"27.05.2024 18:00 - 27.05.2024 19:00","45450","44308"
"27.05.2024 19:00 - 27.05.2024 20:00","43650","43119"
"27.05.2024 20:00 - 27.05.2024 21:00","43900","44455"
"27.05.2024 21:00 - 27.05.2024 22:00","45350","44116"
"27.05.2024 22:00 - 27.05.2024 23:00","42250","41092"
"27.05.2024 23:00 - 28.05.2024 00:00","39300","38603"
"28.05.2024 00:00 - 28.05.2024 01:00","38050","37222"
"28.05.2024 01:00 - 28.05.2024 02:00","35950","35470"
"28.05.2024 02:00 - 28.05.2024 03:00","34700","34802"
"28.05.2024 03:00 - 28.05.2024 04:00","36000","36291"
"28.05.2024 04:00 - 28.05.2024 05:00","38500","39738"
"28.05.2024 05:00 - 28.05.2024 06:00","43000","43870"
"28.05.2024 06:00 - 28.05.2024 07:00","46050","46151"
"28.05.2024 07:00 - 28.05.2024 08:00","47600","46882"
"28.05.2024 08:00 - 28.05.2024 09:00","48000","47103"
"28.05.2024 09:00 - 28.05.2024 10:00","48300","47575"
"28.05.2024 10:00 - 28.05.2024 11:00","49000","48026"
"28.05.2024 11:00 - 28.05.2024 12:00","49050","46993"
"28.05.2024 12:00 - 28.05.2024 13:00","47150","45884"
"28.05.2024 13:00 - 28.05.2024 14:00","45700","44403"
"28.05.2024 14:00 - 28.05.2024 15:00","44300","43278"
"28.05.2024 15:00 - 28.05.2024 16:00","43950","42871"
"28.05.2024 16:00 - 28.05.2024 17:00","45250","44920"
"28.05.2024 17:00 - 28.05.2024 18:00","47200","45951"
"28.05.2024 18:00 - 28.05.2024 19:00","45650","44043"
"28.05.2024 19:00 - 28.05.2024 20:00","43700","42979"
"28.05.2024 20:00 - 28.05.2024 21:00","43800","44117"
"28.05.2024 21:00 - 28.05.2024 22:00","45400","43700"
"28.05.2024 22:00 - 28.05.2024 23:00","41900","40579"
"28.05.2024 23:00 - 29.05.2024 00:00","38500","38163"
"29.05.2024 00:00 - 29.05.2024 01:00","37350","37041"
"29.05.2024 01:00 - 29.05.2024 02:00","35250","35282"
"29.05.2024 02:00 - 29.05.2024 03:00","34200","34561"
"29.05.2024 03:00 - 29.05.2024 04:00","35450","35872"
"29.05.2024 04:00 - 29.05.2024 05:00","38200","38904"
"29.05.2024 05:00 - 29.05.2024 06:00","42300","42731"
"29.05.2024 06:00 - 29.05.2024 07:00","45500","45556"
"29.05.2024 07:00 - 29.05.2024 08:00","46850","46435"
"29.05.2024 08:00 - 29.05.2024 09:00","47400","47008"
"29.05.2024 09:00 - 29.05.2024 10:00","47650","48239"
"29.05.2024 10:00 - 29.05.2024 11:00","48600","49012"
"29.05.2024 11:00 - 29.05.2024 12:00","49000","47900"
"29.05.2024 12:00 - 29.05.2024 13:00","47200","46556"
"29.05.2024 13:00 - 29.05.2024 14:00","46050","45568"
"29.05.2024 14:00 - 29.05.2024 15:00","44800","44751"
"29.05.2024 15:00 - 29.05.2024 16:00","43900","44918"
"29.05.2024 16:00 - 29.05.2024 17:00","45450","46407"
"29.05.2024 17:00 - 29.05.2024 18:00","47700","47246"
"29.05.2024 18:00 - 29.05.2024 19:00","45850","45060"
"29.05.2024 19:00 - 29.05.2024 20:00","43850","43517"
"29.05.2024 20:00 - 29.05.2024 21:00","44350","44714"
"29.05.2024 21:00 - 29.05.2024 22:00","45500","44441"
"29.05.2024 22:00 - 29.05.2024 23:00","42000","41511"
"29.05.2024 23:00 - 30.05.2024 00:00","39000","39192"
"30.05.2024 00:00 - 30.05.2024 01:00","38150","37850"
"30.05.2024 01:00 - 30.05.2024 02:00","35750","35974"
"30.05.2024 02:00 - 30.05.2024 03:00","34550","35137"
"30.05.2024 03:00 - 30.05.2024 04:00","35600","36456"
"30.05.2024 04:00 - 30.05.2024 05:00","38400","39841"
"30.05.2024 05:00 - 30.05.2024 06:00","42850","44365"
"30.05.2024 06:00 - 30.05.2024 07:00","46000","46810"
"30.05.2024 07:00 - 30.05.2024 08:00","46900","47763"
"30.05.2024 08:00 - 30.05.2024 09:00","47400","48101"
"30.05.2024 09:00 - 30.05.2024 10:00","47900","48237"
"30.05.2024 10:00 - 30.05.2024 11:00","48300","48760"
"30.05.2024 11:00 - 30.05.2024 12:00","48500","47547"
"30.05.2024 12:00 - 30.05.2024 13:00","46900","46628"
"30.05.2024 13:00 - 30.05.2024 14:00","45650","45045"
"30.05.2024 14:00 - 30.05.2024 15:00","44500","43941"
"30.05.2024 15:00 - 30.05.2024 16:00","43900","43572"
"30.05.2024 16:00 - 30.05.2024 17:00","45100","45216"
"30.05.2024 17:00 - 30.05.2024 18:00","46900","46488"
"30.05.2024 18:00 - 30.05.2024 19:00","45250","44726"
"30.05.2024 19:00 - 30.05.2024 20:00","43400","43438"
"30.05.2024 20:00 - 30.05.2024 21:00","43800","45051"
"30.05.2024 21:00 - 30.05.2024 22:00","45300","44524"
"30.05.2024 22:00 - 30.05.2024 23:00","42700","41599"
"30.05.2024 23:00 - 31.05.2024 00:00","39500","39126"
"31.05.2024 00:00 - 31.05.2024 01:00","38550","37657"
"31.05.2024 01:00 - 31.05.2024 02:00","36300","35806"
"31.05.2024 02:00 - 31.05.2024 03:00","35150","35044"
"31.05.2024 03:00 - 31.05.2024 04:00","36000","36572"
"31.05.2024 04:00 - 31.05.2024 05:00","38850","39831"
"31.05.2024 05:00 - 31.05.2024 06:00","43350","44270"
"31.05.2024 06:00 - 31.05.2024 07:00","46000","47086"
"31.05.2024 07:00 - 31.05.2024 08:00","47550","48341"
"31.05.2024 08:00 - 31.05.2024 09:00","48000","48725"
"31.05.2024 09:00 - 31.05.2024 10:00","48150","48985"
"31.05.2024 10:00 - 31.05.2024 11:00","48850","49661"
"31.05.2024 11:00 - 31.05.2024 12:00","48650","48286"
"31.05.2024 12:00 - 31.05.2024 13:00","46200","46434"
"31.05.2024 13:00 - 31.05.2024 14:00","44700","45271"
"31.05.2024 14:00 - 31.05.2024 15:00","43300","43780"
"31.05.2024 15:00 - 31.05.2024 16:00","43150","44200"
"31.05.2024 16:00 - 31.05.2024 17:00","44050","45060"
"31.05.2024 17:00 - 31.05.2024 18:00","45150","45303"
"31.05.2024 18:00 - 31.05.2024 19:00","44100","43633"
"31.05.2024 19:00 - 31.05.2024 20:00","42750","42624"
"31.05.2024 20:00 - 31.05.2024 21:00","43850","44300"
"31.05.2024 21:00 - 31.05.2024 22:00","45450","44325"
"31.05.2024 22:00 - 31.05.2024 23:00","42350","41262"
"31.05.2024 23:00 - 01.06.2024 00:00","39000","38570"
"01.06.2024 00:00 - 01.06.2024 01:00","37800","36876"
"01.06.2024 01:00 - 01.06.2024 02:00","35050","34525"
"01.06.2024 02:00 - 01.06.2024 03:00","33500","33095"
"01.06.2024 03:00 - 01.06.2024 04:00","32950","33288"
"01.06.2024 04:00 - 01.06.2024 05:00","33500","33820"
"01.06.2024 05:00 - 01.06.2024 06:00","34900","35308"
"01.06.2024 06:00 - 01.06.2024 07:00","37500","37615"
"01.06.2024 07:00 - 01.06.2024 08:00","40000","40370"
"01.06.2024 08:00 - 01.06.2024 09:00","41650","41501"
"01.06.2024 09:00 - 01.06.2024 10:00","42100","42773"
"01.06.2024 10:00 - 01.06.2024 11:00","44050","45220"
"01.06.2024 11:00 - 01.06.2024 12:00","44000","43331"
"01.06.2024 12:00 - 01.06.2024 13:00","41150","41289"
"01.06.2024 13:00 - 01.06.2024 14:00","39650","39795"
"01.06.2024 14:00 - 01.06.2024 15:00","38250","38681"
"01.06.2024 15:00 - 01.06.2024 16:00","38100","38977"
"01.06.2024 16:00 - 01.06.2024 17:00","39600","40329"
"01.06.2024 17:00 - 01.06.2024 18:00","41550","41214"
"01.06.2024 18:00 - 01.06.2024 19:00","40650","40292"
"01.06.2024 19:00 - 01.06.2024 20:00","39850","39677"
"01.06.2024 20:00 - 01.06.2024 21:00","40950","41734"
"01.06.2024 21:00 - 01.06.2024 22:00","42800","42043"
"01.06.2024 22:00 - 01.06.2024 23:00","40050","39445"
"01.06.2024 23:00 - 02.06.2024 00:00","37350","37108"
"02.06.2024 00:00 - 02.06.2024 01:00","35800","35393"
"02.06.2024 01:00 - 02.06.2024 02:00","33400","33308"
"02.06.2024 02:00 - 02.06.2024 03:00","31700","31917"
"02.06.2024 03:00 - 02.06.2024 04:00","31050","31668"
"02.06.2024 04:00 - 02.06.2024 05:00","30650","31685"
"02.06.2024 05:00 - 02.06.2024 06:00","31400","32534"
"02.06.2024 06:00 - 02.06.2024 07:00","33000","34860"
"02.06.2024 07:00 - 02.06.2024 08:00","35600","37607"
"02.06.2024 08:00 - 02.06.2024 09:00","37700","40050"
"02.06.2024 09:00 - 02.06.2024 10:00","39350","41760"
"02.06.2024 10:00 - 02.06.2024 11:00","41550","44416"
"02.06.2024 11:00 - 02.06.2024 12:00","41650","42261"
"02.06.2024 12:00 - 02.06.2024 13:00","38950","39523"
"02.06.2024 13:00 - 02.06.2024 14:00","37300","38335"
"02.06.2024 14:00 - 02.06.2024 15:00","35450","37555"
"02.06.2024 15:00 - 02.06.2024 16:00","35800","37614"
"02.06.2024 16:00 - 02.06.2024 17:00","37700","39260"
"02.06.2024 17:00 - 02.06.2024 18:00","40250","40917"
"02.06.2024 18:00 - 02.06.2024 19:00","39750","40478"
"02.06.2024 19:00 - 02.06.2024 20:00","38650","40321"
"02.06.2024 20:00 - 02.06.2024 21:00","39750","42287"
"02.06.2024 21:00 - 02.06.2024 22:00","42000","42409"
"02.06.2024 22:00 - 02.06.2024 23:00","39850","39614"
"02.06.2024 23:00 - 03.06.2024 00:00","37150","37368"
"03.06.2024 00:00 - 03.06.2024 01:00","36100","35978"
"03.06.2024 01:00 - 03.06.2024 02:00","33700","33978"
"03.06.2024 02:00 - 03.06.2024 03:00","32600","33388"
"03.06.2024 03:00 - 03.06.2024 04:00","33950","35423"
"03.06.2024 04:00 - 03.06.2024 05:00","37150","39302"
"03.06.2024 05:00 - 03.06.2024 06:00","42000","43810"
"03.06.2024 06:00 - 03.06.2024 07:00","45250","46926"
"03.06.2024 07:00 - 03.06.2024 08:00","46650","48196"
"03.06.2024 08:00 - 03.06.2024 09:00","47350","48555"
"03.06.2024 09:00 - 03.06.2024 10:00","47900","48880"
"03.06.2024 10:00 - 03.06.2024 11:00","48650","49518"
"03.06.2024 11:00 - 03.06.2024 12:00","48950","48279"
"03.06.2024 12:00 - 03.06.2024 13:00","46750","46933"
"03.06.2024 13:00 - 03.06.2024 14:00","45400","45565"
"03.06.2024 14:00 - 03.06.2024 15:00","43850","44271"
"03.06.2024 15:00 - 03.06.2024 16:00","43100","44045"
"03.06.2024 16:00 - 03.06.2024 17:00","44250","45415"
"03.06.2024 17:00 - 03.06.2024 18:00","46500","46421"
"03.06.2024 18:00 - 03.06.2024 19:00","44550","44393"
"03.06.2024 19:00 - 03.06.2024 20:00","42750","43085"
"03.06.2024 20:00 - 03.06.2024 21:00","42900","44566"
"03.06.2024 21:00 - 03.06.2024 22:00","44650","44439"
"03.06.2024 22:00 - 03.06.2024 23:00","42300","41549"
"03.06.2024 23:00 - 04.06.2024 00:00","39200","38990"
"04.06.2024 00:00 - 04.06.2024 01:00","38200","37535"
"04.06.2024 01:00 - 04.06.2024 02:00","36050","35749"
"04.06.2024 02:00 - 04.06.2024 03:00","34700","34930"
"04.06.2024 03:00 - 04.06.2024 04:00","35650","36341"
"04.06.2024 04:00 - 04.06.2024 05:00","38700","39597"
"04.06.2024 05:00 - 04.06.2024 06:00","43150","43837"
"04.06.2024 06:00 - 04.06.2024 07:00","46200","46065"
"04.06.2024 07:00 - 04.06.2024 08:00","47350","46801"
"04.06.2024 08:00 - 04.06.2024 09:00","47900","47073"
"04.06.2024 09:00 - 04.06.2024 10:00","48100","47410"
"04.06.2024 10:00 - 04.06.2024 11:00","48850","48498"
"04.06.2024 11:00 - 04.06.2024 12:00","48800","47360"
"04.06.2024 12:00 - 04.06.2024 13:00","47300","46192"
"04.06.2024 13:00 - 04.06.2024 14:00","45900","44793"
"04.06.2024 14:00 - 04.06.2024 15:00","44800","43406"
"04.06.2024 15:00 - 04.06.2024 16:00","43850","42938"
"04.06.2024 16:00 - 04.06.2024 17:00","45250","44313"
"04.06.2024 17:00 - 04.06.2024 18:00","47150","45485"
"04.06.2024 18:00 - 04.06.2024 19:00","45300","43669"
"04.06.2024 19:00 - 04.06.2024 20:00","43550","42538"
"04.06.2024 20:00 - 04.06.2024 21:00","43950","43959"
"04.06.2024 21:00 - 04.06.2024 22:00","45050","43667"
"04.06.2024 22:00 - 04.06.2024 23:00","41650","40418"
"04.06.2024 23:00 - 05.06.2024 00:00","38350","37940"
"05.06.2024 00:00 - 05.06.2024 01:00","37400","36631"
"05.06.2024 01:00 - 05.06.2024 02:00","35650","34827"
"05.06.2024 02:00 - 05.06.2024 03:00","34600","34206"
"05.06.2024 03:00 - 05.06.2024 04:00","35700","35568"
"05.06.2024 04:00 - 05.06.2024 05:00","38450","38797"
"05.06.2024 05:00 - 05.06.2024 06:00","42450","42806"
"05.06.2024 06:00 - 05.06.2024 07:00","45500","45688"
"05.06.2024 07:00 - 05.06.2024 08:00","46950","46722"
"05.06.2024 08:00 - 05.06.2024 09:00","47400","46882"
"05.06.2024 09:00 - 05.06.2024 10:00","47400","47544"
"05.06.2024 10:00 - 05.06.2024 11:00","48500","48696"
"05.06.2024 11:00 - 05.06.2024 12:00","49000","47596"
"05.06.2024 12:00 - 05.06.2024 13:00","47000","46509"
"05.06.2024 13:00 - 05.06.2024 14:00","46100","45374"
"05.06.2024 14:00 - 05.06.2024 15:00","44600","44237"
"05.06.2024 15:00 - 05.06.2024 16:00","43500","43352"
"05.06.2024 16:00 - 05.06.2024 17:00","44950","44851"
"05.06.2024 17:00 - 05.06.2024 18:00","46900","46005"
"05.06.2024 18:00 - 05.06.2024 19:00","45300","44309"
"05.06.2024 19:00 - 05.06.2024 20:00","43600","42988"
"05.06.2024 20:00 - 05.06.2024 21:00","44150","44810"
"05.06.2024 21:00 - 05.06.2024 22:00","45400","44504"
"05.06.2024 22:00 - 05.06.2024 23:00","42000","41373"
"05.06.2024 23:00 - 06.06.2024 00:00","39150","38839"
"06.06.2024 00:00 - 06.06.2024 01:00","38050","37539"
"06.06.2024 01:00 - 06.06.2024 02:00","35750","35593"
"06.06.2024 02:00 - 06.06.2024 03:00","34700","34767"
"06.06.2024 03:00 - 06.06.2024 04:00","35650","36033"
"06.06.2024 04:00 - 06.06.2024 05:00","38400","39268"
"06.06.2024 05:00 - 06.06.2024 06:00","42850","43355"
"06.06.2024 06:00 - 06.06.2024 07:00","46000","45491"
"06.06.2024 07:00 - 06.06.2024 08:00","47100","46396"
"06.06.2024 08:00 - 06.06.2024 09:00","47550","46931"
"06.06.2024 09:00 - 06.06.2024 10:00","47650","48019"
"06.06.2024 10:00 - 06.06.2024 11:00","48450","49162"
"06.06.2024 11:00 - 06.06.2024 12:00","48600","47960"
"06.06.2024 12:00 - 06.06.2024 13:00","46700","46467"
"06.06.2024 13:00 - 06.06.2024 14:00","45400","45063"
"06.06.2024 14:00 - 06.06.2024 15:00","43800","43934"
"06.06.2024 15:00 - 06.06.2024 16:00","43050","43785"
"06.06.2024 16:00 - 06.06.2024 17:00","44450","45233"
"06.06.2024 17:00 - 06.06.2024 18:00","46300","46093"
"06.06.2024 18:00 - 06.06.2024 19:00","44800","44242"
"06.06.2024 19:00 - 06.06.2024 20:00","42900","42852"
"06.06.2024 20:00 - 06.06.2024 21:00","43400","44315"
"06.06.2024 21:00 - 06.06.2024 22:00","45100","44093"
"06.06.2024 22:00 - 06.06.2024 23:00","41950","40951"
"06.06.2024 23:00 - 07.06.2024 00:00","38900","38560"
"07.06.2024 00:00 - 07.06.2024 01:00","37950","37199"
"07.06.2024 01:00 - 07.06.2024 02:00","35700","35371"
"07.06.2024 02:00 - 07.06.2024 03:00","34600","34711"
"07.06.2024 03:00 - 07.06.2024 04:00","35550","36057"
"07.06.2024 04:00 - 07.06.2024 05:00","38200","39145"
"07.06.2024 05:00 - 07.06.2024 06:00","42600","43119"
"07.06.2024 06:00 - 07.06.2024 07:00","45750","45655"
"07.06.2024 07:00 - 07.06.2024 08:00","47200","46554"
"07.06.2024 08:00 - 07.06.2024 09:00","47750","47008"
"07.06.2024 09:00 - 07.06.2024 10:00","47900","47509"
"07.06.2024 10:00 - 07.06.2024 11:00","48900","48103"
"07.06.2024 11:00 - 07.06.2024 12:00","48650","46932"
"07.06.2024 12:00 - 07.06.2024 13:00","46400","45775"
"07.06.2024 13:00 - 07.06.2024 14:00","44800","44573"
"07.06.2024 14:00 - 07.06.2024 15:00","43250","43468"
"07.06.2024 15:00 - 07.06.2024 16:00","42900","43376"
"07.06.2024 16:00 - 07.06.2024 17:00","44050","44186"
"07.06.2024 17:00 - 07.06.2024 18:00","44900","44189"
"07.06.2024 18:00 - 07.06.2024 19:00","43550","42427"
"07.06.2024 19:00 - 07.06.2024 20:00","42000","41627"
"07.06.2024 20:00 - 07.06.2024 21:00","42950","43611"
"07.06.2024 21:00 - 07.06.2024 22:00","44900","43354"
"07.06.2024 22:00 - 07.06.2024 23:00","41300","40186"
"07.06.2024 23:00 - 08.06.2024 00:00","37950","37505"
"08.06.2024 00:00 - 08.06.2024 01:00","36800","35722"
"08.06.2024 01:00 - 08.06.2024 02:00","34000","33541"
"08.06.2024 02:00 - 08.06.2024 03:00","32450","32314"
"08.06.2024 03:00 - 08.06.2024 04:00","32300","32174"
"08.06.2024 04:00 - 08.06.2024 05:00","32400","32647"
"08.06.2024 05:00 - 08.06.2024 06:00","33750","34015"
"08.06.2024 06:00 - 08.06.2024 07:00","36000","36438"
"08.06.2024 07:00 - 08.06.2024 08:00","38600","38838"
"08.06.2024 08:00 - 08.06.2024 09:00","40250","40456"
"08.06.2024 09:00 - 08.06.2024 10:00","41100","41001"
"08.06.2024 10:00 - 08.06.2024 11:00","43300","43194"
"08.06.2024 11:00 - 08.06.2024 12:00","43650","41854"
"08.06.2024 12:00 - 08.06.2024 13:00","41000","40213"
"08.06.2024 13:00 - 08.06.2024 14:00","39600","39290"
"08.06.2024 14:00 - 08.06.2024 15:00","38300","38157"
"08.06.2024 15:00 - 08.06.2024 16:00","37900","38155"
"08.06.2024 16:00 - 08.06.2024 17:00","39150","39195"
"08.06.2024 17:00 - 08.06.2024 18:00","40450","39775"
"08.06.2024 18:00 - 08.06.2024 19:00","39800","38666"
"08.06.2024 19:00 - 08.06.2024 20:00","38500","38301"
"08.06.2024 20:00 - 08.06.2024 21:00","39550","40620"
"08.06.2024 21:00 - 08.06.2024 22:00","42150","41009"
"08.06.2024 22:00 - 08.06.2024 23:00","39000","38378"
"08.06.2024 23:00 - 09.06.2024 00:00","36200","35835"
"09.06.2024 00:00 - 09.06.2024 01:00","34600","34077"
"09.06.2024 01:00 - 09.06.2024 02:00","32000","31947"
"09.06.2024 02:00 - 09.06.2024 03:00","30900","30714"
"09.06.2024 03:00 - 09.06.2024 04:00","30450","30385"
"09.06.2024 04:00 - 09.06.2024 05:00","29950","30236"
"09.06.2024 05:00 - 09.06.2024 06:00","30600","31256"
"09.06.2024 06:00 - 09.06.2024 07:00","32600","33563"
"09.06.2024 07:00 - 09.06.2024 08:00","35100","35943"
"09.06.2024 08:00 - 09.06.2024 09:00","36950","38253"
"09.06.2024 09:00 - 09.06.2024 10:00","38450","39606"
"09.06.2024 10:00 - 09.06.2024 11:00","40950","41729"
"09.06.2024 11:00 - 09.06.2024 12:00","40800","40045"
"09.06.2024 12:00 - 09.06.2024 13:00","38350","38058"
"09.06.2024 13:00 - 09.06.2024 14:00","37200","36935"
"09.06.2024 14:00 - 09.06.2024 15:00","36350","36138"
"09.06.2024 15:00 - 09.06.2024 16:00","35700","36462"
"09.06.2024 16:00 - 09.06.2024 17:00","37200","38392"
"09.06.2024 17:00 - 09.06.2024 18:00","39550","39865"
"09.06.2024 18:00 - 09.06.2024 19:00","39350","38896"
"09.06.2024 19:00 - 09.06.2024 20:00","38500","38545"
"09.06.2024 20:00 - 09.06.2024 21:00","39250","40790"
"09.06.2024 21:00 - 09.06.2024 22:00","41900","40557"
"09.06.2024 22:00 - 09.06.2024 23:00","39250","37718"
"09.06.2024 23:00 - 10.06.2024 00:00","36300","35282"
"10.06.2024 00:00 - 10.06.2024 01:00","35250","33891"
"10.06.2024 01:00 - 10.06.2024 02:00","33050","32161"
"10.06.2024 02:00 - 10.06.2024 03:00","32100","31864"
"10.06.2024 03:00 - 10.06.2024 04:00","33450","33628"
"10.06.2024 04:00 - 10.06.2024 05:00","36300","37157"
"10.06.2024 05:00 - 10.06.2024 06:00","40950","41397"
"10.06.2024 06:00 - 10.06.2024 07:00","44650","44175"
"10.06.2024 07:00 - 10.06.2024 08:00","46850","45521"
"10.06.2024 08:00 - 10.06.2024 09:00","47600","45975"
"10.06.2024 09:00 - 10.06.2024 10:00","48050","46945"
"10.06.2024 10:00 - 10.06.2024 11:00","49050","47846"
"10.06.2024 11:00 - 10.06.2024 12:00","49100","47047"
"10.06.2024 12:00 - 10.06.2024 13:00","47750","46004"
"10.06.2024 13:00 - 10.06.2024 14:00","46300","44642"
"10.06.2024 14:00 - 10.06.2024 15:00","45000","43489"
"10.06.2024 15:00 - 10.06.2024 16:00","44200","43175"
"10.06.2024 16:00 - 10.06.2024 17:00","44900","44843"
"10.06.2024 17:00 - 10.06.2024 18:00","46400","45688"
"10.06.2024 18:00 - 10.06.2024 19:00","44950","43455"
"10.06.2024 19:00 - 10.06.2024 20:00","42800","42006"
"10.06.2024 20:00 - 10.06.2024 21:00","43500","43753"
"10.06.2024 21:00 - 10.06.2024 22:00","45300","43530"
"10.06.2024 22:00 - 10.06.2024 23:00","41450","40496"
"10.06.2024 23:00 - 11.06.2024 00:00","38200","38133"
"11.06.2024 00:00 - 11.06.2024 01:00","37450","36818"
"11.06.2024 01:00 - 11.06.2024 02:00","35500","35103"
"11.06.2024 02:00 - 11.06.2024 03:00","34400","34472"
"11.06.2024 03:00 - 11.06.2024 04:00","35400","35934"
"11.06.2024 04:00 - 11.06.2024 05:00","38050","39364"
"11.06.2024 05:00 - 11.06.2024 06:00","42550","43494"
"11.06.2024 06:00 - 11.06.2024 07:00","45500","45804"
"11.06.2024 07:00 - 11.06.2024 08:00","46550","46863"
"11.06.2024 08:00 - 11.06.2024 09:00","46950","46962"
"11.06.2024 09:00 - 11.06.2024 10:00","47100","47582"
"11.06.2024 10:00 - 11.06.2024 11:00","48150","48272"
"11.06.2024 11:00 - 11.06.2024 12:00","47950","47430"
"11.06.2024 12:00 - 11.06.2024 13:00","46100","46445"
"11.06.2024 13:00 - 11.06.2024 14:00","45000","45362"
"11.06.2024 14:00 - 11.06.2024 15:00","43750","44019"
"11.06.2024 15:00 - 11.06.2024 16:00","42900","43715"
"11.06.2024 16:00 - 11.06.2024 17:00","44100","44910"
"11.06.2024 17:00 - 11.06.2024 18:00","45900","45564"
"11.06.2024 18:00 - 11.06.2024 19:00","44600","43563"
"11.06.2024 19:00 - 11.06.2024 20:00","42950","42103"
"11.06.2024 20:00 - 11.06.2024 21:00","43750","43974"
"11.06.2024 21:00 - 11.06.2024 22:00","45250","43722"
"11.06.2024 22:00 - 11.06.2024 23:00","42050","40680"
"11.06.2024 23:00 - 12.06.2024 00:00","39050","38268"
"12.06.2024 00:00 - 12.06.2024 01:00","38150","36931"
"12.06.2024 01:00 - 12.06.2024 02:00","36050","35358"
"12.06.2024 02:00 - 12.06.2024 03:00","35150","34726"
"12.06.2024 03:00 - 12.06.2024 04:00","36100","36088"
"12.06.2024 04:00 - 12.06.2024 05:00","38650","39229"
"12.06.2024 05:00 - 12.06.2024 06:00","42950","43042"
"12.06.2024 06:00 - 12.06.2024 07:00","45950","45688"
"12.06.2024 07:00 - 12.06.2024 08:00","47500","46748"
"12.06.2024 08:00 - 12.06.2024 09:00","47600","47414"
"12.06.2024 09:00 - 12.06.2024 10:00","48300","48409"
"12.06.2024 10:00 - 12.06.2024 11:00","49200","49132"
"12.06.2024 11:00 - 12.06.2024 12:00","48650","47741"
"12.06.2024 12:00 - 12.06.2024 13:00","46700","46449"
"12.06.2024 13:00 - 12.06.2024 14:00","45200","45043"
"12.06.2024 14:00 - 12.06.2024 15:00","44100","44294"
"12.06.2024 15:00 - 12.06.2024 16:00","42850","43946"
"12.06.2024 16:00 - 12.06.2024 17:00","44450","45325"
"12.06.2024 17:00 - 12.06.2024 18:00","45800","46179"
"12.06.2024 18:00 - 12.06.2024 19:00","44400","44176"
"12.06.2024 19:00 - 12.06.2024 20:00","42800","42848"
"12.06.2024 20:00 - 12.06.2024 21:00","44400","44675"
"12.06.2024 21:00 - 12.06.2024 22:00","44950","44570"
"12.06.2024 22:00 - 12.06.2024 23:00","42200","41442"
"12.06.2024 23:00 - 13.06.2024 00:00","39100","38970"
"13.06.2024 00:00 - 13.06.2024 01:00","38400","37664"
"13.06.2024 01:00 - 13.06.2024 02:00","36150","35824"
"13.06.2024 02:00 - 13.06.2024 03:00","34950","35160"
"13.06.2024 03:00 - 13.06.2024 04:00","35800","36336"
"13.06.2024 04:00 - 13.06.2024 05:00","38500","39667"
"13.06.2024 05:00 - 13.06.2024 06:00","43100","43814"
"13.06.2024 06:00 - 13.06.2024 07:00","45800","45981"
"13.06.2024 07:00 - 13.06.2024 08:00","46750","46546"
"13.06.2024 08:00 - 13.06.2024 09:00","47000","46737"
"13.06.2024 09:00 - 13.06.2024 10:00","47550","47107"
"13.06.2024 10:00 - 13.06.2024 11:00","48600","48102"
"13.06.2024 11:00 - 13.06.2024 12:00","48700","46552"
"13.06.2024 12:00 - 13.06.2024 13:00","46350","45119"
